TIEMPO,ADC,DAC
0.941,0.993,1.000
0.942,0.994,1.000
0.943,0.994,1.000
0.944,0.995,0.999
0.945,0.995,1.000
0.946,0.995,1.000
0.947,0.996,1.000
0.948,0.996,1.000
0.949,0.997,0.999
0.95,0.997,1.000
0.951,0.998,0.998
0.952,0.997,0.998
0.953,0.997,0.995
0.954,0.996,0.997
0.955,0.996,0.997
0.956,0.996,0.997
0.957,0.996,0.997
0.958,0.996,0.997
0.959,0.996,0.997
0.96,0.996,0.997
0.961,0.996,0.997
0.962,0.996,0.997
0.963,0.996,0.994
0.964,0.995,0.991
0.965,0.992,0.989
0.966,0.993,0.982
0.967,0.991,0.966
0.968,0.985,0.937
0.969,0.973,0.884
0.97,0.954,0.784
0.971,0.917,0.591
0.972,0.844,0.230
0.973,0.705,0.000
0.974,0.579,0.000
0.975,0.509,0.000
0.976,0.445,0.000
0.977,0.391,0.000
0.978,0.343,0.000
0.979,0.300,0.000
0.98,0.261,0.003
0.981,0.230,0.000
0.982,0.199,0.000
0.983,0.175,0.000
0.984,0.154,0.002
0.985,0.135,0.000
0.986,0.118,0.000
0.987,0.103,0.000
0.988,0.091,0.006
0.989,0.081,0.000
0.99,0.069,0.000
0.991,0.059,0.000
0.992,0.053,0.007
0.993,0.049,0.000
0.994,0.041,0.000
0.995,0.037,0.000
0.996,0.032,0.007
0.997,0.030,0.000
0.998,0.025,0.000
0.999,0.022,0.000
1.0,0.020,0.000
1.001,0.017,0.000
1.002,0.015,0.000
1.003,0.013,0.000
1.004,0.012,0.002
1.005,0.011,0.000
1.006,0.009,0.000
1.007,0.007,0.001
1.008,0.007,0.000
1.009,0.006,0.000
1.01,0.005,0.000
1.011,0.004,0.000
1.012,0.004,0.000
1.013,0.003,0.001
1.014,0.003,0.005
1.015,0.004,0.004
1.016,0.004,0.003
1.017,0.004,0.000
1.018,0.002,0.000
1.019,0.002,0.000
1.02,0.002,0.000
1.021,0.002,0.000
1.022,0.001,0.000
1.023,0.001,0.000
1.024,0.001,0.000
1.025,0.000,0.000
1.026,0.000,0.000
1.027,0.000,0.001
1.028,0.003,0.000
1.029,0.000,0.000
1.03,0.001,0.000
1.031,0.000,0.000
1.032,0.000,0.001
1.033,0.000,0.001
1.034,0.000,0.001
1.035,0.001,0.000
1.036,0.000,0.000
1.037,0.000,0.000
1.038,0.000,0.000
