TIEMPO,ADC,DAC
0.326,0.9990000000000001,1
0.327,1.0,1
0.328,1.0,1
0.329,1.0,1
0.33,0.9990000000000001,1
0.331,1.0,1
0.332,1.0,1
0.333,1.0,1
0.334,0.9990000000000001,1
0.335,0.9990000000000001,1
0.336,0.9990000000000001,1
0.337,0.9990000000000001,1
0.338,0.9990000000000001,1
0.339,0.9990000000000001,1
0.34,1.0,1
0.341,1.0,1
0.342,1.0,1
0.343,0.9990000000000001,1
0.344,1.0,1
0.345,1.0,1
0.346,1.0,1
0.347,1.0,1
0.348,0.9990000000000001,1
0.349,1.0,1
0.35,1.0,1
0.351,0.9990000000000001,1
0.352,1.0,1
0.353,1.0,1
0.354,1.0,1
0.355,1.0,1
0.356,0.9690000000000001,0
0.357,0.871,0
0.358,0.7390000000000001,0
0.359,0.623,0
0.36,0.524,0
0.361,0.441,0
0.362,0.37200000000000005,0
0.363,0.313,0
0.364,0.264,0
0.365,0.223,0
0.366,0.188,0
0.367,0.159,0
0.368,0.134,0
0.369,0.114,0
0.37,0.096,0
0.371,0.081,0
0.372,0.069,0
0.373,0.057999999999999996,0
0.374,0.049,0
0.375,0.043,0
0.376,0.036000000000000004,0
0.377,0.031,0
0.378,0.026000000000000002,0
0.379,0.022000000000000002,0
0.38,0.018000000000000002,0
0.381,0.016,0
0.382,0.013000000000000001,0
0.383,0.011000000000000001,0
0.384,0.009000000000000001,0
0.385,0.008,0
0.386,0.006999999999999999,0
0.387,0.006,0
0.388,0.005,0
0.389,0.004,0
0.39,0.004,0
0.391,0.003,0
0.392,0.002,0
0.393,0.002,0
0.394,0.002,0
0.395,0.002,0
0.396,0.001,0
0.397,0.001,0
0.398,0.001,0
0.399,0.0,0
0.4,0.0,0
0.401,0.0,0
0.402,0.0,0
0.403,0.0,0
0.404,0.0,0
0.405,0.0,0
0.406,0.0,0
0.407,0.0,0
0.408,0.0,0
0.409,0.0,0
0.41,0.0,0
0.411,0.0,0
0.412,0.0,0
0.413,0.0,0
0.414,0.0,0
0.415,0.0,0
0.416,0.0,0
0.417,0.0,0
0.418,0.0,0
0.419,0.0,0
0.42,0.0,0
0.421,0.0,0
0.422,0.0,0
0.423,0.0,0
0.424,0.0,0
0.425,0.0,0
0.426,0.0,0
0.427,0.0,0
0.428,0.0,0
0.429,0.0,0
0.43,0.0,0
0.431,0.0,0
0.432,0.0,0
0.433,0.0,0
0.434,0.0,0
0.435,0.0,0
0.436,0.0,0
0.437,0.0,0
0.438,0.0,0
0.439,0.0,0
0.44,0.0,0
0.441,0.0,0
0.442,0.0,0
0.443,0.0,0
0.444,0.0,0
0.445,0.0,0
0.446,0.0,0
0.447,0.0,0
0.448,0.0,0
0.449,0.0,0
0.45,0.0,0
0.451,0.0,0
0.452,0.0,0
0.453,0.0,0
0.454,0.0,0
0.455,0.0,0
0.456,0.03,1
0.457,0.127,1
0.458,0.259,1
0.459,0.375,1
0.46,0.474,1
0.461,0.557,1
0.462,0.626,1
0.463,0.685,1
0.464,0.7340000000000001,1
0.465,0.7759999999999999,1
0.466,0.8109999999999999,1
0.467,0.84,1
0.468,0.865,1
0.469,0.885,1
0.47,0.903,1
0.471,0.917,1
0.472,0.9309999999999999,1
0.473,0.94,1
0.474,0.9490000000000001,1
0.475,0.956,1
0.476,0.963,1
0.477,0.968,1
0.478,0.973,1
0.479,0.976,1
0.48,0.98,1
0.481,0.983,1
0.482,0.985,1
