1.819,1.151
1.274,2.058
1.909,1.409
1.500,1.587
1.570,2.103
2.003,1.587
1.661,1.796
1.770,1.490
1.541,1.996
1.909,1.229
1.351,1.287
1.296,1.987
1.861,1.858
1.858,1.158
1.283,1.448
1.416,1.906
1.816,1.438
1.506,1.787
1.735,1.622
1.641,1.945
1.887,1.364
1.454,1.187
1.235,1.877
1.754,1.403
1.467,1.874
1.796,1.709
1.725,2.096
2.025,1.461
1.564,1.648
1.629,1.200
1.277,2.106
1.951,1.399
1.500,2.077
1.970,1.509
1.593,2.112
2.016,1.425
1.532,1.645
1.622,1.625
1.622,1.261
1.325,1.625
1.570,1.983
1.906,1.941
1.935,1.903
1.906,1.490
1.564,1.677
1.651,1.290
1.358,1.951
1.838,1.748
1.764,1.606
1.632,1.770
1.741,1.719
1.719,1.741
1.735,1.622
1.638,1.425
1.461,1.358
1.374,1.290
1.306,2.135
1.980,1.158
1.306,1.829
1.729,1.722
1.725,2.119
2.045,1.474
1.574,1.161
1.235,2.045
1.893,1.445
1.525,1.825
1.767,1.512
1.561,2.103
2.000,1.325
1.448,1.364
1.377,1.761
1.690,1.429
1.477,2.129
2.009,1.964
1.970,1.570
1.645,1.777
1.748,1.348
1.419,1.158
1.203,1.432
1.390,1.906
1.809,1.635
1.667,2.125
2.038,1.535
1.629,1.867
1.816,1.354
1.441,2.132
2.006,2.112
2.090,1.522
1.625,1.580
1.583,1.264
1.319,1.206
1.222,1.174
1.180,1.522
1.461,2.106
1.987,1.583
1.654,1.580
1.593,1.751
1.719,1.590
1.612,2.070
1.983,1.387
1.493,1.309
1.341,2.132
1.987,2.122
2.096,2.006
2.019,1.600
1.677,1.912
1.867,1.900
1.890,1.254
1.367,1.158
1.196,1.977
1.832,1.480
1.545,1.393
1.419,2.129
1.996,1.438
1.541,1.945
1.867,1.741
1.764,2.087
2.025,1.348
1.470,1.458
1.458,1.900
1.816,2.016
1.977,1.393
1.496,1.548
1.538,2.112
2.006,1.529
1.612,1.783
1.748,1.206
1.306,1.912
1.800,1.448
1.509,1.651
1.622,2.012
1.938,1.483
1.567,1.967
1.893,1.751
1.774,1.293
1.380,1.329
1.338,1.983
1.864,1.967
1.948,1.987
1.977,1.506
1.590,1.293
1.345,1.454
1.432,1.193
1.235,1.687
1.603,1.945
1.880,1.361
1.451,1.264
1.300,2.083
1.938,1.690
1.732,1.422
1.480,1.967
1.874,1.154
1.283,1.758
1.667,1.248
1.322,1.283
1.290,1.709
1.629,1.235
1.306,1.799
1.706,1.541
1.570,1.664
1.645,2.148
2.054,1.551
1.641,1.148
1.238,1.816
1.706,1.251
1.335,1.996
1.870,1.645
1.683,1.364
1.422,1.916
1.822,1.909
1.893,1.851
1.854,1.490
1.554,1.674
1.648,1.764
1.741,1.945
1.906,2.019
1.996,1.687
1.741,1.361
1.429,1.667
1.622,2.058
1.977,2.016
2.009,1.987
1.990,1.799
1.832,1.767
1.777,1.829
1.816,1.290
1.383,1.170
1.209,2.054
1.900,1.751
1.777,1.958
1.922,1.845
1.858,1.622
1.664,1.754
1.738,1.809
1.793,1.316
1.403,1.467
1.454,1.487
1.480,1.516
1.509,1.745
1.699,1.838
1.812,2.006
1.967,1.403
1.503,1.929
1.848,1.258
1.364,1.883
1.787,1.299
1.387,1.283
1.300,1.396
1.377,1.609
1.564,1.174
1.245,1.967
1.835,2.138
2.080,1.987
2.000,1.212
1.354,2.074
1.941,1.809
1.832,1.196
1.312,2.138
1.987,2.058
2.045,1.983
1.990,1.174
1.322,2.019
1.890,1.632
1.677,1.809
1.780,1.190
1.300,1.961
1.838,1.696
1.722,2.029
1.970,2.122
2.093,1.793
1.845,1.335
1.425,1.464
1.454,1.651
1.612,1.987
1.919,2.064
2.038,1.900
1.922,1.506
1.580,1.232
1.293,1.548
1.500,1.635
1.609,1.964
1.900,2.070
2.038,1.748
1.800,1.606
1.638,1.409
1.451,2.025
1.919,2.103
2.067,1.638
1.716,1.425
1.474,1.651
1.616,1.909
1.854,1.774
1.787,1.787
1.783,1.270
1.361,1.470
1.448,1.380
1.393,2.035
1.912,1.541
1.609,1.625
1.619,1.929
1.870,1.290
1.393,1.606
1.564,1.970
1.896,1.787
1.806,2.077
2.025,1.574
1.654,1.958
1.896,1.283
1.396,2.122
1.987,1.974
1.977,1.929
1.935,1.222
1.348,1.200
1.225,1.545
1.483,1.212
1.261,1.912
1.790,1.619
1.648,1.438
1.474,1.974
1.880,1.651
1.690,1.983
1.929,1.967
1.961,2.090
2.064,1.961
1.977,1.612
1.677,1.719
1.706,1.251
1.335,1.454
1.429,1.351
1.361,1.203
1.232,1.864
1.745,1.325
1.403,2.064
1.941,2.112
2.077,1.180
1.341,1.364
1.361,2.077
1.945,1.725
1.764,1.945
1.909,2.000
1.977,1.532
1.612,1.996
1.922,1.380
1.477,1.500
1.490,1.712
1.670,1.874
1.835,1.190
1.309,1.770
1.683,1.538
1.564,2.009
1.925,1.683
1.725,1.419
1.474,1.845
1.774,1.432
1.490,1.196
