1.851,1.383
1.467,1.383
1.396,1.516
1.493,2.041
1.941,1.932
1.929,1.148
1.290,1.696
1.619,1.609
1.609,1.648
1.638,1.796
1.764,1.419
1.480,1.367
1.387,1.741
1.670,1.180
1.270,2.064
1.916,1.558
1.622,1.722
1.703,1.577
1.596,1.170
1.245,1.354
1.332,1.519
1.483,1.319
1.345,1.235
1.254,1.783
1.687,2.112
2.032,1.283
1.419,1.783
1.716,2.070
2.003,1.209
1.354,2.000
1.874,1.183
1.309,1.506
1.467,1.425
1.432,1.980
1.877,1.445
1.522,1.590
1.577,1.767
1.729,1.283
1.364,1.200
1.229,1.845
1.732,1.935
1.896,1.716
1.748,2.054
1.996,1.587
1.658,1.235
1.309,1.458
1.429,1.664
1.622,1.977
1.909,1.351
1.451,1.416
1.419,1.519
1.500,1.600
1.577,1.248
1.306,1.558
1.509,1.425
1.438,1.725
1.667,1.406
1.454,1.964
1.867,1.577
1.632,2.090
2.006,1.732
1.780,1.306
1.390,1.574
1.538,1.416
1.435,1.399
1.403,1.154
1.196,1.329
1.303,1.622
1.558,1.151
1.225,1.645
1.567,2.048
1.961,2.122
2.090,1.467
1.580,1.883
1.825,1.532
1.583,1.632
1.619,1.370
1.412,1.658
1.609,1.274
1.335,1.938
1.825,1.777
1.787,1.954
1.919,1.567
1.632,2.041
1.964,2.006
1.996,1.687
1.741,1.906
1.874,1.974
1.954,1.867
1.880,1.167
1.296,1.912
1.800,1.838
1.829,1.270
1.370,1.358
1.358,1.903
1.800,1.661
1.687,2.077
2.003,1.264
1.396,1.454
1.441,1.612
1.577,1.177
1.248,1.219
1.222,1.203
1.206,2.116
1.948,1.777
1.806,1.832
1.825,1.370
1.451,1.280
1.306,1.280
1.287,1.906
1.790,1.538
1.583,1.770
1.735,1.700
1.703,2.025
1.967,1.864
1.880,1.258
1.370,1.651
1.596,2.029
1.948,1.158
1.300,1.658
1.590,1.758
1.725,1.935
1.896,1.941
1.932,2.106
2.074,1.970
1.987,1.329
1.448,1.996
1.890,1.174
1.306,1.974
1.851,1.338
1.432,1.690
1.638,1.887
1.841,1.225
1.335,1.906
1.800,1.258
1.354,1.387
1.380,1.570
1.535,2.041
1.951,1.867
1.880,1.709
1.738,1.419
1.474,1.670
1.635,1.909
1.858,2.087
2.045,1.516
1.609,1.170
1.248,1.512
1.461,1.829
1.761,2.045
1.993,1.700
1.751,1.306
1.387,1.951
1.848,1.812
1.816,1.280
1.377,1.712
1.648,1.451
1.487,1.567
1.548,1.351
1.387,1.777
1.703,1.487
1.522,1.448
1.458,1.187
1.235,1.890
1.767,1.651
1.670,2.048
1.977,1.770
1.809,2.093
2.041,2.132
2.116,1.903
1.938,1.338
1.445,1.148
1.203,1.648
1.564,1.541
1.545,1.948
1.874,2.035
2.003,1.932
1.941,1.229
1.358,1.735
1.664,1.841
1.806,1.580
1.619,2.006
1.932,1.461
1.545,1.606
1.593,2.083
1.993,1.867
1.890,1.961
1.948,1.854
1.870,1.896
1.890,1.474
1.548,2.038
1.945,1.183
1.322,1.919
1.806,1.383
1.458,1.416
1.419,1.345
1.358,1.916
1.809,1.438
1.506,1.487
1.487,2.025
1.925,2.032
2.009,1.341
1.464,1.925
1.838,1.335
1.425,1.283
1.306,1.258
1.264,1.687
1.609,2.074
1.987,1.245
1.377,1.493
1.467,1.506
1.496,1.383
1.403,1.245
1.270,1.706
1.625,2.148
2.051,1.606
1.683,1.787
1.767,2.019
1.970,2.148
2.112,1.767
1.829,1.600
1.638,1.429
1.464,1.609
1.580,1.361
1.399,1.661
1.612,1.522
1.538,1.777
1.729,1.306
1.383,2.012
1.896,1.567
1.625,1.880
1.832,2.051
2.009,1.493
1.587,1.809
1.764,1.148
1.261,1.835
1.729,1.916
1.880,1.799
1.812,1.812
1.809,1.909
1.890,1.299
1.403,1.264
1.287,1.532
1.487,2.019
1.919,1.796
1.816,1.209
1.319,1.861
1.761,1.838
1.822,1.487
1.545,1.193
1.254,1.780
1.680,1.554
1.577,1.500
1.509,1.980
1.893,1.345
1.445,1.735
1.680,1.654
1.658,1.438
1.477,1.616
1.587,1.587
1.587,1.935
1.867,1.409
1.493,2.064
1.958,1.590
1.658,2.129
2.041,1.922
1.941,1.483
1.567,2.054
1.964,2.022
2.009,1.309
1.438,1.748
1.687,1.429
1.474,2.025
1.922,1.929
1.925,1.229
1.354,1.374
1.367,1.183
1.216,1.809
1.699,2.016
1.958,2.032
2.016,1.525
1.612,1.377
1.419,1.896
1.809,1.954
1.929,2.093
2.061,1.348
1.477,1.770
1.716,2.058
1.996,1.987
1.987,2.109
2.087,1.206
1.367,2.067
1.935,1.716
1.754,1.816
1.803,1.967
1.938,2.038
2.019,1.641
1.709,1.580
1.603,2.003
1.929,1.261
1.380,1.635
1.583,1.193
1.264,2.148
1.983,1.441
1.538,1.719
1.683,1.148
1.245,1.445
1.406,1.858
1.774,1.793
1.787,1.754
1.761,1.906
1.877,1.654
1.693,1.748
1.735,1.229
1.319,1.758
1.677,1.832
1.803,1.338
1.422,1.980
1.877,1.480
1.551,1.883
1.819,1.925
1.903,1.570
1.629,1.235
1.306,2.022
1.890,2.058
2.029,1.938
1.954,1.774
1.803,1.277
1.374,1.964
1.854,1.277
1.380,1.425
1.412,1.322
1.335,1.206
1.229,1.561
1.496,1.341
1.367,1.538
1.506,1.712
1.670,1.196
1.280,1.361
1.341,1.290
1.300,1.996
1.867,1.180
1.303,1.725
1.645,1.258
1.325,1.696
1.625,1.674
1.664,2.051
1.977,1.616
1.680,1.245
1.325,2.103
1.958,1.358
1.464,1.506
1.493,1.245
1.290,1.512
1.470,1.770
1.712,1.554
1.580,1.361
1.399,1.732
1.670,1.903
1.861,1.822
1.825,1.403
1.477,1.609
1.583,1.906
1.845,1.209
1.325,2.138
1.987,1.680
1.738,1.977
1.929,1.606
1.664,1.354
1.409,1.912
1.819,1.677
1.703,1.829
1.806,1.819
1.816,2.106
2.051,1.235
1.383,2.022
1.903,1.793
1.812,1.238
1.341,1.980
1.861,1.448
1.522,1.177
1.238,1.235
1.232,1.274
1.264,1.222
1.229,1.932
1.803,2.145
2.080,2.122
2.109,1.180
1.348,1.338
1.338,2.061
1.925,1.200
1.332,1.832
1.738,1.896
1.864,1.374
1.461,1.580
1.558,2.067
1.974,1.593
1.661,2.045
1.970,1.464
1.558,2.029
1.938,1.203
1.335,1.548
1.509,1.996
1.906,2.061
2.032,2.029
2.029,1.525
1.616,1.577
1.580,1.338
1.383,1.983
1.870,1.451
1.529,1.774
1.725,1.358
1.425,1.670
1.625,1.793
1.761,1.596
1.622,1.483
1.509,2.087
1.977,1.306
1.429,2.058
1.941,1.848
1.864,1.858
1.854,1.190
1.312,1.909
1.796,1.151
1.267,1.287
1.283,2.061
1.919,2.093
2.058,1.438
1.548,1.225
1.283,1.861
1.751,1.200
1.296,1.164
1.187,1.767
1.658,1.316
1.377,1.838
1.751,1.177
1.280,2.003
1.867,1.222
1.338,1.435
1.416,1.451
1.441,1.241
1.274,1.341
1.329,1.564
1.519,1.664
1.635,1.767
1.741,2.132
2.058,1.445
1.554,1.474
1.487,1.548
1.535,1.883
1.819,1.922
1.903,1.954
1.945,1.854
1.867,1.319
1.419,2.035
1.919,1.425
1.512,1.551
1.541,1.474
1.483,1.745
1.693,1.438
1.483,1.490
1.483,1.164
1.222,1.441
1.399,1.983
1.877,1.577
1.629,1.406
1.445,1.629
1.593,1.212
1.280,1.700
1.619,1.861
1.816,1.454
1.519,2.048
1.951,2.070
2.048,1.883
1.909,1.358
1.458,2.080
1.964,1.777
1.809,1.616
1.648,1.700
1.687,1.687
1.683,1.470
1.509,1.983
1.893,1.822
1.835,1.512
1.570,2.006
1.925,1.822
1.838,1.364
1.448,1.609
1.577,1.554
1.558,1.677
1.654,1.838
1.803,1.451
1.512,1.180
1.238,1.880
1.758,1.377
1.445,1.293
1.319,2.006
1.877,1.554
1.612,1.964
1.900,2.103
2.061,1.403
1.522,1.809
1.754,1.751
1.751,1.835
1.816,1.183
1.296,1.570
1.519,1.851
1.790,1.606
1.635,1.354
1.403,1.709
1.651,2.016
1.948,1.835
1.854,1.958
1.938,1.683
1.729,2.045
1.987,1.932
1.938,1.538
1.612,2.148
2.048,1.177
1.335,1.787
1.699,1.406
1.458,1.345
1.364,1.906
1.806,1.696
1.712,1.245
1.329,1.706
1.635,1.532
1.551,2.054
1.961,1.819
1.845,1.848
1.845,1.764
1.777,1.916
1.887,1.270
1.383,1.883
1.790,1.790
1.787,1.164
1.277,1.648
1.574,1.383
1.416,1.274
1.300,1.854
1.751,1.583
1.612,1.216
1.287,1.896
1.783,1.219
1.319,1.741
1.661,2.003
1.938,1.158
1.300,1.961
1.838,2.106
2.058,1.996
2.006,1.825
1.858,1.745
1.764,1.551
1.590,1.867
1.816,1.651
1.677,1.161
1.254,1.838
1.729,1.967
1.922,2.106
2.070,1.522
1.622,1.664
1.654,2.019
1.951,2.138
2.103,1.367
1.500,1.364
1.387,1.254
1.277,1.919
1.800,1.474
1.532,1.925
1.851,2.054
2.012,1.190
1.338,1.445
1.422,1.590
1.558,1.435
1.454,1.590
1.561,1.241
1.300,1.629
1.564,2.006
1.925,1.870
1.880,1.522
1.587,2.112
2.012,1.248
1.387,1.561
1.525,1.674
1.645,1.593
1.599,1.248
1.312,1.958
1.838,1.919
1.903,1.464
1.541,1.558
1.554,1.903
1.835,1.580
1.625,1.461
1.490,1.741
1.693,1.954
1.906,1.435
1.519,2.045
1.948,2.119
2.087,1.251
1.403,1.654
1.606,2.099
2.009,1.922
1.935,1.390
1.487,1.970
1.880,1.548
1.609,2.096
2.006,1.641
1.706,1.712
1.709,2.129
2.048,1.206
1.358,1.470
1.448,1.454
1.451,1.645
1.606,1.403
1.438,1.751
1.693,2.025
1.964,1.670
1.722,1.196
1.290,1.503
1.461,1.583
1.558,1.229
1.287,1.906
1.790,1.612
1.645,1.825
1.790,1.816
1.809,1.367
1.448,2.067
1.951,1.229
1.358,1.348
1.348,1.858
1.761,1.190
1.293,1.612
1.551,1.948
1.877,2.122
2.077,2.122
2.109,1.232
1.390,1.358
1.358,1.161
1.196,1.996
1.848,1.703
1.725,1.351
1.419,1.790
1.719,1.858
1.832,1.545
1.596,1.883
1.832,2.106
2.054,2.000
2.006,1.983
1.987,1.980
1.980,1.796
1.825,1.322
1.412,1.358
1.364,1.538
1.506,1.658
1.632,2.074
1.990,1.290
1.416,1.183
1.222,1.409
1.374,1.567
1.532,2.077
1.977,1.435
1.532,1.200
1.258,1.893
1.774,1.470
1.525,1.329
1.364,1.829
1.741,1.890
1.861,1.396
1.477,1.151
1.209,1.622
1.545,1.764
1.722,1.574
1.599,1.209
1.280,1.893
1.780,1.870
1.851,1.619
1.658,1.664
1.661,1.883
1.841,1.829
1.829,1.867
1.858,1.758
1.774,1.790
1.787,2.087
2.029,1.219
1.367,2.035
1.909,1.399
1.490,1.258
1.296,1.483
1.448,1.258
1.290,1.745
1.658,1.570
1.587,1.719
1.690,1.903
1.864,1.690
1.719,1.454
1.500,1.558
1.548,1.896
1.829,1.380
1.461,1.367
1.383,2.080
1.951,1.609
1.670,1.296
1.364,2.090
1.954,1.270
1.393,1.209
1.241,1.925
1.796,1.319
1.406,1.603
1.564,1.980
1.903,1.951
1.941,1.577
1.641,1.477
1.506,1.948
1.867,2.064
2.029,2.058
2.051,2.135
2.119,1.687
1.764,1.906
1.877,1.554
1.612,1.935
1.874,1.299
1.403,1.664
1.616,2.125
2.032,1.770
1.816,1.170
1.287,1.993
1.861,1.358
1.448,1.758
1.699,1.770
1.758,1.958
1.919,1.280
1.396,1.754
1.687,2.032
1.967,1.525
1.603,1.148
1.229,1.396
1.364,1.858
1.764,1.235
1.329,1.748
1.667,1.216
1.296,1.435
1.406,1.258
1.283,1.329
1.319,1.867
1.764,1.867
1.848,1.667
1.699,2.096
2.022,1.877
1.900,1.409
1.496,1.887
1.812,1.522
1.574,1.445
1.467,1.564
1.545,2.141
2.032,1.261
1.399,1.545
1.516,1.438
1.454,2.083
1.964,1.503
1.587,1.845
1.796,2.016
1.974,1.722
1.764,1.238
1.335,2.083
1.941,1.325
1.435,1.206
1.245,1.251
1.248,1.519
1.467,2.148
2.022,1.341
1.464,1.570
1.548,1.416
1.438,1.299
1.322,1.535
1.493,1.690
1.654,2.093
2.009,1.441
1.541,1.612
1.596,1.483
1.503,1.403
1.419,1.606
1.570,1.716
1.687,1.225
1.306,1.364
1.351,1.148
1.183,1.222
1.212,1.758
1.654,1.883
1.838,1.299
1.399,1.896
1.803,1.596
1.632,1.435
1.470,1.970
1.877,1.393
1.480,1.799
1.738,2.135
2.061,1.845
1.880,1.745
1.767,1.725
1.732,1.351
1.419,1.935
1.838,1.161
1.283,1.970
1.841,1.306
1.403,1.990
1.877,1.441
1.522,2.077
1.970,1.345
1.458,1.532
1.516,1.299
1.338,1.299
1.303,1.212
1.229,1.690
1.603,1.393
1.432,1.925
1.832,1.470
1.535,1.361
1.390,1.348
1.351,1.251
1.267,1.945
1.822,2.148
2.087,2.000
2.009,1.209
1.354,1.770
1.690,1.180
1.274,2.080
1.932,1.570
1.635,1.645
1.638,1.629
1.632,2.112
2.022,1.883
1.906,1.461
1.541,1.680
1.654,1.696
1.687,1.196
1.283,1.612
1.551,1.922
1.854,1.738
1.758,1.887
1.861,1.661
1.696,1.664
1.670,1.919
1.870,1.896
1.890,1.319
1.422,1.777
1.706,1.316
1.387,1.838
1.751,1.548
1.587,2.051
1.964,1.529
1.609,1.980
1.909,1.712
1.748,1.445
1.496,1.167
1.225,1.580
1.512,1.193
1.248,1.525
1.470,1.561
1.541,1.151
1.219,1.361
1.332,1.164
1.193,1.445
1.396,1.306
1.319,1.709
1.635,1.751
1.729,1.983
1.935,1.632
1.687,1.783
1.761,1.487
1.532,1.293
1.332,1.448
1.425,1.358
1.370,2.012
1.893,1.522
1.590,1.512
1.522,1.219
1.274,1.738
1.651,2.141
2.051,1.938
1.958,1.248
1.377,2.032
1.909,1.238
1.361,1.745
1.674,2.070
1.996,1.193
1.338,2.025
1.896,1.629
1.677,1.967
1.909,1.493
1.567,1.912
1.845,1.209
1.322,1.164
1.190,1.399
1.361,1.454
1.435,1.270
1.296,1.245
1.251,1.509
1.461,1.645
1.609,1.541
1.551,1.512
1.519,1.587
1.574,1.787
1.748,2.067
2.006,1.525
1.612,1.503
1.522,2.012
1.919,1.364
1.461,1.193
1.241,2.029
1.880,1.248
1.364,1.822
1.735,1.267
1.351,1.487
1.458,1.174
1.225,1.770
1.667,1.248
1.325,1.945
1.829,1.267
1.364,1.258
1.274,1.422
1.393,1.493
1.474,1.874
1.800,1.296
1.387,1.851
1.761,1.270
1.361,1.870
1.774,1.641
1.664,1.545
1.564,1.832
1.780,1.567
1.606,2.148
2.045,1.277
1.416,1.964
1.861,1.212
1.332,2.077
1.938,1.299
1.416,1.916
1.822,1.696
1.719,1.790
1.774,1.732
1.735,1.325
1.399,1.738
1.670,1.309
1.374,1.416
1.406,1.877
1.790,1.503
1.554,1.567
1.561,1.290
1.338,1.867
1.770,2.129
2.061,1.690
1.758,1.709
1.712,1.338
1.403,1.374
1.377,1.370
1.370,1.338
1.341,1.732
1.658,1.958
1.903,1.703
1.735,1.432
1.487,2.132
2.012,1.625
1.693,1.200
1.290,2.009
1.877,2.083
2.045,1.545
1.635,2.035
1.958,1.500
1.583,1.977
1.903,1.603
1.654,1.348
1.403,2.106
1.977,1.645
1.703,1.616
1.629,1.299
1.358,1.945
1.838,1.799
1.803,1.738
1.748,1.974
1.932,1.900
1.903,2.035
2.009,1.700
1.751,1.309
1.390,2.016
1.900,1.229
1.348,1.383
1.377,1.938
1.832,1.567
1.612,1.254
1.319,1.893
1.787,2.119
2.058,1.754
1.806,1.241
1.345,2.029
1.903,1.754
1.780,1.370
1.441,1.351
1.367,1.922
